Question,Answers,Comment,Instructions,Render as
"源氏の__後胤__を自称する。
子孫。後裔(こうえい)。",こういん,子孫。後裔(こうえい)。,読み方をご入力ください (音),Text
"__亥月__は陰暦十月の別名である。
陰暦10月の異名。亥の月(いのつき)。",がいげつ,陰暦10月の異名。亥の月(いのつき)。,読み方をご入力ください (音),Text
"旅寝の__埴生__の宿を思い出す。
埴のある土地。また、埴土。",はにゅう,埴のある土地。また、埴土。,読み方をご入力ください (訓),Text
"外国の豪華客船が__湊泊__していた。
港に停泊していること。",そうはく,港に停泊していること。,読み方をご入力ください (音),Text
"官殿の__勾欄__の装飾が見事だ。
宮殿・神殿などのまわりや、橋・廊下などの両側につけた欄干(らんかん)。",こうらん,宮殿・神殿などのまわりや、橋・廊下などの両側につけた欄干(らんかん)。,読み方をご入力ください (音),Text
"__俗諺__を頻用する癖がある。
世間で言われていることわざ。俚諺(りげん)。",ぞくげん,世間で言われていることわざ。俚諺(りげん)。,読み方をご入力ください (音),Text
"時を経て人心を__醇化__する。
手厚く教え導くこと。不純な部分を捨てて、純粋にすること。",じゅんか,手厚く教え導くこと。不純な部分を捨てて、純粋にすること。,読み方をご入力ください (音),Text
"念入に__粉黛__を施す。
おしろいとまゆずみ。転じて、化粧。",ふんたい,おしろいとまゆずみ。転じて、化粧。,読み方をご入力ください (音),Text
"思わず__拳骨__を振り上げる。
にぎりこぶし。げんこ。",げんこつ,にぎりこぶし。げんこ。,読み方をご入力ください (音),Text
"神社の__禰宜__に任ぜられた。
神職の位の一つ。神主の下の役。また広く、神職。",ねぎ,神職の位の一つ。神主の下の役。また広く、神職。,読み方をご入力ください (音),Text
"もはや__屡述__を要しない。
繰り返し述べること。",るじゅつ,繰り返し述べること。,読み方をご入力ください (音),Text
"__宛__ら人形のように愛らしい。
非常によく似ているさま。まるで。さながら。あたかも。",さなが,非常によく似ているさま。まるで。さながら。あたかも。,読み方をご入力ください (訓),Text
"__早蕨__の萌え出る頃となった。
芽を出したばかりのワラビ。",さわらび,芽を出したばかりのワラビ。,読み方をご入力ください (訓),Text
"誤解を__惹__く言い回しをするな。
まねく。ひきおこす。",まね,まねく。ひきおこす。,読み方をご入力ください (訓),Text
"七夕に__乞巧__を祈る。
陰暦7月7日の行事。女子が手芸・裁縫などの上達を祈ったもの。",きっこう,陰暦7月7日の行事。女子が手芸・裁縫などの上達を祈ったもの。,読み方をご入力ください (音),Text
"__曾遊__の地を再訪する。
以前に訪れたことがあること。",そうゆう,以前に訪れたことがあること。,読み方をご入力ください (音),Text
"書画骨董を__翫__んでいる。
手に持って遊ぶ。手であれこれいじる。楽しむかのように、思いのままに操る。",もてあそ,手に持って遊ぶ。手であれこれいじる。楽しむかのように、思いのままに操る。,読み方をご入力ください (訓),Text
"学生時代に小説を__耽読__した。
読みふけること。夢中になって読むこと。",たんどく,読みふけること。夢中になって読むこと。,読み方をご入力ください (音),Text
"__辛酉__の年は変事が多いとされた。
子:し 丑:ちゅう 寅:いん 卯:ぼう 辰:しん 巳:し 午:ご 未:び 申:しん 酉:ゆう 戌:じゅつ 亥:がい 甲:こう 乙:おつ 丙:へい 丁:てい 戊:ぼ 己:き 庚:こう 辛:しん 壬:じん 癸:き",しんゆう,子:し 丑:ちゅう 寅:いん 卯:ぼう 辰:しん 巳:し 午:ご 未:び 申:しん 酉:ゆう 戌:じゅつ 亥:がい 甲:こう 乙:おつ 丙:へい 丁:てい 戊:ぼ 己:き 庚:こう 辛:しん 壬:じん 癸:き,読み方をご入力ください (音),Text
"歩道にぺったりと__尻坐__している。
ひざまづいて座ること。お尻をつけて座ること。",こうざ,ひざまづいて座ること。お尻をつけて座ること。,読み方をご入力ください (音),Text
"風邪で__鎮咳__剤を買った。
咳(せき)をしずめること。",ちんがい,咳(せき)をしずめること。,読み方をご入力ください (音),Text
"__頃__く黙禱を捧げた。
すぐではないが、あまり時間がかからないさま。少しの間。",しばら,すぐではないが、あまり時間がかからないさま。少しの間。,読み方をご入力ください (訓),Text
"両者の意見の__間隙__を埋める。
すきま。",かんげき,すきま。,読み方をご入力ください (音),Text
"異物を__咽下__したが無事だった。
食物を飲み下すこと。","えんか,えんげ",食物を飲み下すこと。,読み方をご入力ください (音),Text
"__古諺__を引いて説諭する。
昔から人々の生活の中で言い慣わされてきた、知恵や教訓や風刺の意を込めた短い言葉。",こげん,昔から人々の生活の中で言い慣わされてきた、知恵や教訓や風刺の意を込めた短い言葉。,読み方をご入力ください (音),Text
"禅寺から__竹篦__の音が聞こえる。
禅宗で、師家(しけ)が参禅者を指導するため打つのに使う竹の棒。",しっぺい,禅宗で、師家(しけ)が参禅者を指導するため打つのに使う竹の棒。,読み方をご入力ください (音),Text
"口中でお__呪__いを唱える。
恨みや憎しみを抱いている人に災いが起こるように神仏に祈る。",まじな,恨みや憎しみを抱いている人に災いが起こるように神仏に祈る。,読み方をご入力ください (訓),Text
"朝賀に__卿相__が揃って参内した。
公(こう)と卿(けい)の総称。",けいしょう,公(こう)と卿(けい)の総称。,読み方をご入力ください (音),Text
"裏の事情を__知悉__している。
知りつくすこと。",ちしつ,知りつくすこと。,読み方をご入力ください (音),Text
"「__斧正__を請う」と認めてあった。
他人の書いたものに遠慮なく筆を加えて正すこと。",ふせい,他人の書いたものに遠慮なく筆を加えて正すこと。,読み方をご入力ください (音),Text
"幼時から__穎慧__の人と注目されていた。
人にぬきんでてすぐれていること。さとく秀でていること。",えいけい,人にぬきんでてすぐれていること。さとく秀でていること。,読み方をご入力ください (音),Text
"当て身をくらって__悶絶__した。
苦しみもだえて気絶すること。",もんぜつ,苦しみもだえて気絶すること。,読み方をご入力ください (音),Text
"__堆朱__の椀を揃えた。
彫漆のひとつ。朱漆を何回も塗り重ねて厚い層を作り、これに文様を彫刻したもの。",ついしゅ,彫漆のひとつ。朱漆を何回も塗り重ねて厚い層を作り、これに文様を彫刻したもの。,読み方をご入力ください (音),Text
"高所に__怯__えることがある。
怖がってびくびくする。",おび,怖がってびくびくする。,読み方をご入力ください (訓),Text
"__不壊__の信仰心で鎧う。
こわれないこと。堅固。",ふえ,こわれないこと。堅固。,読み方をご入力ください (音),Text
"母のことを__萱堂__ともいう。
母を敬っていう語。",けんどう,母を敬っていう語。,読み方をご入力ください (音),Text
"ふと疑いの心が__萌__した。
芽が出はじめる。芽吹く。",きざ,芽が出はじめる。芽吹く。,読み方をご入力ください (訓),Text
"山肌に雪が__斑__に残っている。
違った色が所々にまじっていたり、色に濃淡があったりすること。",まだら,違った色が所々にまじっていたり、色に濃淡があったりすること。,読み方をご入力ください (訓),Text
"__大嘗会__が盛大に催された。
大嘗祭に行われる節会(せちえ)。",だいじょうえ,大嘗祭に行われる節会(せちえ)。,読み方をご入力ください (音),Text
"花の__蕊__が蜂を呼ぶ。
雄しべと雌しべ。ずい。",しべ,雄しべと雌しべ。ずい。,読み方をご入力ください (訓),Text
"__筆翰__流るるが如し。
字を書くこと。",ひっかん,字を書くこと。,読み方をご入力ください (音),Text
"__輔弼__の責務を果たすことができた。
天子・君主などが政治を行うのを、たすけること。また、その任にあたる人。",ほひつ,天子・君主などが政治を行うのを、たすけること。また、その任にあたる人。,読み方をご入力ください (音),Text
"古代は剣と__鉄楯__を持って戦った。
鉄の盾。",てつじゅん,鉄の盾。,読み方をご入力ください (音),Text
"横書きの__罫紙__を使う。
罫の引いてある紙。",けいし,罫の引いてある紙。,読み方をご入力ください (音),Text
"単身、__蕃境__に入った。
野蛮人の住む土地。蕃地。",ばんきょう,野蛮人の住む土地。蕃地。,読み方をご入力ください (音),Text
"難問に考え__倦__んでいる。
その事をしつづけてもよい結果が出ないので、どうしたらよいかほとほと困る。また、いやになる。もてあます。",あぐ,その事をしつづけてもよい結果が出ないので、どうしたらよいかほとほと困る。また、いやになる。もてあます。,読み方をご入力ください (訓),Text
"長旅の__垢衣__を脱いだ。
あかのついた衣服。",こうい,あかのついた衣服。,読み方をご入力ください (音),Text
"自由は__山顚__の空気に似ている。
山のいただき。山頂。",さんてん,山のいただき。山頂。,読み方をご入力ください (音),Text
"__爾汝__の交わりを結ぶ。
相手を、「おまえ」「きさま」のように遠慮なく呼び合うこと。",じじょ,相手を、「おまえ」「きさま」のように遠慮なく呼び合うこと。,読み方をご入力ください (音),Text
"__神輿__を清める儀式だ。
神幸のとき、神霊の乗り物とされる輿。",しんよ,神幸のとき、神霊の乗り物とされる輿。,読み方をご入力ください (音),Text
"酒色に__耽溺__して他を顧みない。
一つのことに夢中になって、他を顧みないこと。",たんでき,一つのことに夢中になって、他を顧みないこと。,読み方をご入力ください (音),Text
"旅枕に__松濤__を聞く。
松の梢を渡る風の音を波の音にたとえていう語。",しょうとう,松の梢を渡る風の音を波の音にたとえていう語。,読み方をご入力ください (音),Text
"午後二時に__抜錨__する予定だ。
船の錨を巻き上げること。錨を上げて出帆すること。",ばつびょう,船の錨を巻き上げること。錨を上げて出帆すること。,読み方をご入力ください (音),Text
"__葺屋__を大切に保存した。
かやぶきの屋根のこと。",しゅうおく,かやぶきの屋根のこと。,読み方をご入力ください (音),Text
"__禿__髪の童女の姿が見えた。
肩までで切りそろえた児童期の髪型、あるいはその髪型をした子供を指す。","かむろ,かぶろ",肩までで切りそろえた児童期の髪型、あるいはその髪型をした子供を指す。,読み方をご入力ください (訓),Text
"無用の__詮議__立てはしない。
評議して物事を明らかにすること。また、罪人の取調べ・捜査。",せんぎ,評議して物事を明らかにすること。また、罪人の取調べ・捜査。,読み方をご入力ください (音),Text
"布地に__絢__を織出す。
色糸をめぐらした模様。",あや,色糸をめぐらした模様。,読み方をご入力ください (訓),Text
"交替で__哨__に立つ。
見張ること。目を配って番をすること。",みはり,見張ること。目を配って番をすること。,読み方をご入力ください (訓),Text
"__甑__で蒸して赤飯を作る。
昔、強飯 (こわいい) などを蒸すのに使った器。",こしき,昔、強飯 (こわいい) などを蒸すのに使った器。,読み方をご入力ください (訓),Text
"__伽羅__は香木として名が高い。
沈香(じんこう)の優良品。",きゃら,沈香(じんこう)の優良品。,読み方をご入力ください (音),Text
"反対運動が__先鋭__化してきた。
「先鋭化」は思想や行動が急進的になること。",せんえい,「先鋭化」は思想や行動が急進的になること。,読み方をご入力ください (音),Text
"豊かな__禾穎__が風に波打つ。
稲穂。",かえい,稲穂。,読み方をご入力ください (音),Text
"地位を利用した__瀆職__事件だ。
私欲のために職責をけがすこと。汚職。",とくしょく,私欲のために職責をけがすこと。汚職。,読み方をご入力ください (音),Text
"あまりに__聡__いのが心配だ。
ものごとを理解するのが早い｡判断力がするどく的確である。",さと,ものごとを理解するのが早い｡判断力がするどく的確である。,読み方をご入力ください (訓),Text
"__御簾__を隔てて高座を覗く。
簾(す)を敬い、また、丁寧にいう語。すだれ。",みす,簾(す)を敬い、また、丁寧にいう語。すだれ。,読み方をご入力ください (訓),Text
"反対意見に対して鈍く__論駁__した。
相手の論や説の誤りを論じて攻撃すること。",ろんばく,相手の論や説の誤りを論じて攻撃すること。,読み方をご入力ください (音),Text
"吾が身の拙さを__歎__ずる。
なげかわしく思う。また、なげき、いきどおる。慨嘆する。",たん,なげかわしく思う。また、なげき、いきどおる。慨嘆する。,読み方をご入力ください (音),Text
"__鋸屑__を集めて片づける。
鋸で材木などを切るときに出る屑。",のこくず,鋸で材木などを切るときに出る屑。,読み方をご入力ください (訓),Text
"長電話に__殆__あきれる。
困り果てた、また、うんざりした気持ちを表す語。まったく。つくづく。",ほとほと,困り果てた、また、うんざりした気持ちを表す語。まったく。つくづく。,読み方をご入力ください (訓),Text
"娘を__妻__わす頃になった。
妻として添わせる。嫁入りさせる。",めあ,妻として添わせる。嫁入りさせる。,読み方をご入力ください (訓),Text
"__醬__色を襲ねの色目にする。
大豆と小麦で作った麹(こうじ)に食塩水をまぜて造る味噌に似た食品。",ひしお,大豆と小麦で作った麹(こうじ)に食塩水をまぜて造る味噌に似た食品。,読み方をご入力ください (訓),Text
"__鱈__は北の海にすむ。
タラ目タラ科の魚の総称。あごに1本のひげがあり、背びれは三つ、しりびれは二つある。",たら,タラ目タラ科の魚の総称。あごに1本のひげがあり、背びれは三つ、しりびれは二つある。,読み方をご入力ください (訓),Text
"__弄__れの会話で時が過ぎた。
遊び興じること。ふざけること。",たわむ,遊び興じること。ふざけること。,読み方をご入力ください (訓),Text
"すばらしい__凧__が出来上がった。
細く割った竹で作った骨組みに紙を張って糸を結びつけ、風を利用して空高く飛ばして遊ぶ玩具。",たこ,細く割った竹で作った骨組みに紙を張って糸を結びつけ、風を利用して空高く飛ばして遊ぶ玩具。,読み方をご入力ください (訓),Text
"__倦__まぬ努力が結実した。
退屈する。嫌になる。",う,退屈する。嫌になる。,読み方をご入力ください (訓),Text
"犯行の動機を__審訊__する。
裁判所が、民事訴訟の当事者や証人などに、書面または口頭で詳しく問いただすこと。審問。",しんじん,裁判所が、民事訴訟の当事者や証人などに、書面または口頭で詳しく問いただすこと。審問。,読み方をご入力ください (音),Text
"窓際に置いた餌を小島が__啄__む。
鳥がくちばしでつついて食べる。",ついば,鳥がくちばしでつついて食べる。,読み方をご入力ください (訓),Text
"高僧の書は重厚かつ__雅馴__である。
文章が品があって洗練されていること。",がじゅん,文章が品があって洗練されていること。,読み方をご入力ください (音),Text
"誠は__韮__の葉に包む。
ユリ科の多年草。全体に特有のにおいがある。",にら,ユリ科の多年草。全体に特有のにおいがある。,読み方をご入力ください (訓),Text
"スペイン語を__噛__ったことがある。
かたい物の端を歯でかむ。物事のほんの一部分だけを学ぶ、また、知る。",かじ,かたい物の端を歯でかむ。物事のほんの一部分だけを学ぶ、また、知る。,読み方をご入力ください (訓),Text
"世界最大の__潟湖__として知られる。
湾口に発達した砂州によって外海と切り離されてできた湖。",せきこ,湾口に発達した砂州によって外海と切り離されてできた湖。,読み方をご入力ください (音),Text
"天を怨まず、人を__尤__めず。
失敗や過ちを責める。",とが,失敗や過ちを責める。,読み方をご入力ください (訓),Text
"販路開拓の__尖兵__となる。
他に先がけて、その分野・場所などに進出する人。軍隊の行動中、本隊の前方にあって警戒・偵察の任に当たる小部隊。",せんぺい,他に先がけて、その分野・場所などに進出する人。軍隊の行動中、本隊の前方にあって警戒・偵察の任に当たる小部隊。,読み方をご入力ください (音),Text
"__禿__びた筆ではうまく書けない。
先がすり切れて短くなる。",ち,先がすり切れて短くなる。,読み方をご入力ください (訓),Text
"__藁__屋根の民家を訪ねる。
稲・麦などの茎を干したもの。",わら,稲・麦などの茎を干したもの。,読み方をご入力ください (訓),Text
"__轡__を並べて合格した。
手綱(たづな)をつけるため、馬の口にかませる金具。くつばみ。",くつわ,手綱(たづな)をつけるため、馬の口にかませる金具。くつばみ。,読み方をご入力ください (訓),Text
"来る__朔__の正午に出立する。
月初めの日のこと。",ついたち,月初めの日のこと。,読み方をご入力ください (訓),Text
"山賊の__首魁__を捕縛した。
かしら。特に悪事・謀反などの首謀者。",しゅかい,かしら。特に悪事・謀反などの首謀者。,読み方をご入力ください (音),Text
"職を__瀆__す行為は許せない。
清らかなものや美しいものをきたなくする。",けが,清らかなものや美しいものをきたなくする。,読み方をご入力ください (訓),Text
"__坐__に故人が偲ばれる。
わけもなく。なんとなく。",そぞろ,わけもなく。なんとなく。,読み方をご入力ください (訓),Text
"茶漬けに__栗鹿子__を添える。
求肥(ぎゅうひ)などを小豆のこしあんで包んで丸め、周囲に栗の蜜煮をつけた和菓子。",くりかのこ,求肥(ぎゅうひ)などを小豆のこしあんで包んで丸め、周囲に栗の蜜煮をつけた和菓子。,読み方をご入力ください (訓),Text
"紅旗__征戎__吾が事に非ず。
外敵を征圧すること。",せいじゅう,外敵を征圧すること。,読み方をご入力ください (音),Text
"品行の__砥礪__に努める。
砥石。研ぎ磨くこと。努め励むこと。",しれい,砥石。研ぎ磨くこと。努め励むこと。,読み方をご入力ください (音),Text
"異国の__妖姫__に魂を奪われる。
妖気を感じさせる美女。",ようき,妖気を感じさせる美女。,読み方をご入力ください (音),Text
"隣国と__紛擾__の原因を除去した。
もめること。ごたごた。紛争。紛糾。",ふんじょう,もめること。ごたごた。紛争。紛糾。,読み方をご入力ください (音),Text
"時流をはるかに__挺__いている。
他に先んじて進む。また、みずから進んで差し出す。",ぬ,他に先んじて進む。また、みずから進んで差し出す。,読み方をご入力ください (訓),Text
"__暴戻__な略奪が横行した。
荒々しく、道理に反する行いをすること。",ぼうれい,荒々しく、道理に反する行いをすること。,読み方をご入力ください (音),Text
"__縦容__として危地に赴く。
ゆったりと落ち着いているさま。危急の場合にも、慌てて騒いだり焦ったりしないさま。",しょうよう,ゆったりと落ち着いているさま。危急の場合にも、慌てて騒いだり焦ったりしないさま。,読み方をご入力ください (音),Text
"__乞骸__の書を置く。
辞職を願い出る。",きつがい,辞職を願い出る。,読み方をご入力ください (音),Text
"陶器類を瀬戸物と__汎称__する。
同類のものを広くひっくるめて呼ぶこと。",はんしょう,同類のものを広くひっくるめて呼ぶこと。,読み方をご入力ください (音),Text
"性格が__歪__になりかねない。
物の形がゆがんでいること。物事の状態が正常でないこと。",いびつ,物の形がゆがんでいること。物事の状態が正常でないこと。,読み方をご入力ください (訓),Text
"__頁岩__は板状に薄くはがれる。
粘土が固まってできた水成岩。",けつがん,粘土が固まってできた水成岩。,読み方をご入力ください (音),Text
"__儲君__の誕生を祝う提灯行列だ。
皇太子。貴族の世継ぎの子。",ちょくん,皇太子。貴族の世継ぎの子。,読み方をご入力ください (音),Text
"君主の__逆鱗__にふれる。
目上の人の怒り。",げきりん,目上の人の怒り。,読み方をご入力ください (音),Text
"蜜蜂が__花蕊__に纏わっている。
花の雄しべと雌しべの総称。",かずい,花の雄しべと雌しべの総称。,読み方をご入力ください (音),Text
"__勃如__として気色ばんだ。
むっとして顔色を変えるさま。",ぼつじょ,むっとして顔色を変えるさま。,読み方をご入力ください (音),Text
"__畢生__の大業ここに成る。
一生を終わるまでの期間。一生涯。終生。",ひっせい,一生を終わるまでの期間。一生涯。終生。,読み方をご入力ください (音),Text
"__侃侃__として民の窮状を訴えた。
気性が強く信念を曲げないさま。剛直なさま。",かんかん,気性が強く信念を曲げないさま。剛直なさま。,読み方をご入力ください (音),Text
"大魚の水を__呑吐__するに似る。
のむことと、はくこと。のんだりはいたりすること。",どんと,のむことと、はくこと。のんだりはいたりすること。,読み方をご入力ください (音),Text
"難破船を__曳航__してきた。
船が他の船や荷物を引いて航行すること。",えいこう,船が他の船や荷物を引いて航行すること。,読み方をご入力ください (音),Text
"故郷の__翠黛__を遥かに望む。
青っぽい色のまゆずみ。また、美人のまゆ。緑にかすんで見える山の色。",すいたい,青っぽい色のまゆずみ。また、美人のまゆ。緑にかすんで見える山の色。,読み方をご入力ください (音),Text
"__匙__加減で良くも悪くもなる。
液体・粉末などをすくい取る道具。小皿状の頭部に柄のついた形。",さじ,液体・粉末などをすくい取る道具。小皿状の頭部に柄のついた形。,読み方をご入力ください (訓),Text
"__窟__の壁画が素晴らしい。
岩壁に自然にできた洞穴。また、岩に横穴を掘って住居としたもの。","いわや,ほらあな",岩壁に自然にできた洞穴。また、岩に横穴を掘って住居としたもの。,読み方をご入力ください (訓),Text
"王子の__叡慮__を仰ぐ。
天子の考え。天子の気持ち。",えいりょ,天子の考え。天子の気持ち。,読み方をご入力ください (音),Text
"すばらしい__菱花__鏡が出土した。
ヒシの花。",りょうか,ヒシの花。,読み方をご入力ください (音),Text
"山城には__空濠__が多い。
水のない堀。山城に多く、障害として設けるほか、城兵の通路などにも用いる。",からぼり,水のない堀。山城に多く、障害として設けるほか、城兵の通路などにも用いる。,読み方をご入力ください (訓),Text
"葉先から__雫__が落ちている。
したたり落ちる液体の粒。また、それがしたたり落ちること。",しずく,したたり落ちる液体の粒。また、それがしたたり落ちること。,読み方をご入力ください (訓),Text
"__強靭__な精神力を持っている。
強くしなやかで粘りのあること。",きょうじん,強くしなやかで粘りのあること。,読み方をご入力ください (音),Text
"くぬぎ林で__椎茸__を栽培する。
キシメジ科のキノコ。春・秋に、クヌギ・シイ・クリ・ナラなどの広葉樹の枯れ木や切り株に生える。",しいたけ,キシメジ科のキノコ。春・秋に、クヌギ・シイ・クリ・ナラなどの広葉樹の枯れ木や切り株に生える。,読み方をご入力ください (訓),Text
"__弥__が上にも人気は高まった。
「弥が上」とは、なおその上に、ますますという意味。",いや,「弥が上」とは、なおその上に、ますますという意味。,読み方をご入力ください (訓),Text
"水鳥が__汀渚__に群れている。
なぎさ。みぎわ。",ていしょ,なぎさ。みぎわ。,読み方をご入力ください (音),Text
"__兵戟__を持して警衛する。
刀やほこ。武器。",へいげき,刀やほこ。武器。,読み方をご入力ください (音),Text
"命__旦夕__に迫る。
差し迫っていること。危急が切迫していること。短時間。",たんせき,差し迫っていること。危急が切迫していること。短時間。,読み方をご入力ください (音),Text
"田の__畦道__を通って学校へ行った。
田と田の間の細い道。",あぜみち,田と田の間の細い道。,読み方をご入力ください (訓),Text
"とうとう頭を__傾__げてしまった。
かたむける。斜めにする。",かし,かたむける。斜めにする。,読み方をご入力ください (訓),Text
"__溯__って事実の確認をした。
流れに逆らって上流に進む。物事の過去や根本にたちかえる。",さかのぼ,流れに逆らって上流に進む。物事の過去や根本にたちかえる。,読み方をご入力ください (訓),Text
"虎は__叢__に姿を隠した。
草が群がり生えている所。",くさむら,草が群がり生えている所。,読み方をご入力ください (訓),Text
"朝菌は__晦朔__を知らず。
みそかと、ついたち。また、1か月間。",かいさく,みそかと、ついたち。また、1か月間。,読み方をご入力ください (音),Text
"海千山干の__強__か者だ。
粘り強くて、他からの圧力になかなか屈しないさま。しぶといさま。",したた,粘り強くて、他からの圧力になかなか屈しないさま。しぶといさま。,読み方をご入力ください (訓),Text
"古代の__溝渠__の跡が発見された。
給水または排水のため、水を通すように掘ったもの。みぞ。",こうきょ,給水または排水のため、水を通すように掘ったもの。みぞ。,読み方をご入力ください (音),Text
"この役を演じるのは役者__冥利__に尽きる。
ある立場にいることによって受ける恩恵。",みょうり,ある立場にいることによって受ける恩恵。,読み方をご入力ください (音),Text
"永年の__仇怨__の思いをはらす。
かたき。また、うらみ。",きゅうえん,かたき。また、うらみ。,読み方をご入力ください (音),Text
"__甑中__に塵を生ず。
「甑」は飯を炊くのに使う道具。「甑中に塵を生ず」は極めて貧しい生活のこと。",そうちゅう,「甑」は飯を炊くのに使う道具。「甑中に塵を生ず」は極めて貧しい生活のこと。,読み方をご入力ください (音),Text
"同盟諸国の__紐帯__を強める。
ひもと、おび。転じて、二つのものをかたく結びつけるもの。",ちゅうたい,ひもと、おび。転じて、二つのものをかたく結びつけるもの。,読み方をご入力ください (音),Text
"陰暦の__閏月__の記録を調べる。
閏にあたる月。陰暦で、12か月のほかに付け加える月。",じゅんげつ,閏にあたる月。陰暦で、12か月のほかに付け加える月。,読み方をご入力ください (音),Text
"あまり__煽__てないでください。
うれしがることを言って、相手を得意にさせる。何かをさせようと、ことさらに褒める。もちあげる。",おだ,うれしがることを言って、相手を得意にさせる。何かをさせようと、ことさらに褒める。もちあげる。,読み方をご入力ください (訓),Text
"人民から__膏血__を絞る。
人の脂と血。苦心して得た収益のたとえ。",こうけつ,人の脂と血。苦心して得た収益のたとえ。,読み方をご入力ください (音),Text
"世に__喧伝__された大ロマンスだ。
盛んに言いはやして世間に広く知らせること。",けんでん,盛んに言いはやして世間に広く知らせること。,読み方をご入力ください (音),Text
"山小屋に__釜竃__を設える。
釜とかまど。",ふそう,釜とかまど。,読み方をご入力ください (音),Text
"通路を__塞__いでは困ります。
あいている箇所に物を詰めたり、覆ったりする。すき間や穴をなくする。",ふさ,あいている箇所に物を詰めたり、覆ったりする。すき間や穴をなくする。,読み方をご入力ください (訓),Text
"二人は__姻戚__関係にある。
婚姻によってできた、血のつながりのない親戚。",いんせき,婚姻によってできた、血のつながりのない親戚。,読み方をご入力ください (音),Text
"__西諺__を国別に整理している。
西洋のことわざ。",せいげん,西洋のことわざ。,読み方をご入力ください (音),Text
"__諒__に我を知らず。
真実。",まこと,真実。,読み方をご入力ください (訓),Text
"川の__瀞__で釣り糸を垂れる。
川の水に浸食されてできた深い淵(ふち)で、流れがゆるやかな所。",とろ,川の水に浸食されてできた深い淵(ふち)で、流れがゆるやかな所。,読み方をご入力ください (訓),Text
"__艶冶__な物腰に心惹かれた。
なまめいて美しいこと。",えんや,なまめいて美しいこと。,読み方をご入力ください (音),Text
"__柑橘__系の香水が好まれている。
ミカン科のミカン属・キンカン属・カラタチ属の植物の総称。",かんきつ,ミカン科のミカン属・キンカン属・カラタチ属の植物の総称。,読み方をご入力ください (音),Text
"返事を__焦__らす。
相手に期待をもたせながらそのことをしないで、いらいらした気持ちにさせる。",じ,相手に期待をもたせながらそのことをしないで、いらいらした気持ちにさせる。,読み方をご入力ください (訓),Text
"強きを__挫__き弱きを助ける。
手足の関節などに無理な力が加わって、関節やその周りを痛める。勢いをそぎ、弱らせる。",くじ,手足の関節などに無理な力が加わって、関節やその周りを痛める。勢いをそぎ、弱らせる。,読み方をご入力ください (訓),Text
"__御伽噺__の世界そのままだ。
子供に聞かせる伝説・昔話など。",おとぎばなし,子供に聞かせる伝説・昔話など。,読み方をご入力ください (訓),Text
"今回は__這般__の事情により中止する。
これら。この辺。このたび。今般。",しゃはん,これら。この辺。このたび。今般。,読み方をご入力ください (音),Text
"文章が__晦渋__で困ります。
言葉や文章がむずかしく意味がわかりにくいこと。",かいじゅう,言葉や文章がむずかしく意味がわかりにくいこと。,読み方をご入力ください (音),Text
"堂内を__拭浄__して待つ。
ぬぐい清めること。ふき清めること。",しょくじょう,ぬぐい清めること。ふき清めること。,読み方をご入力ください (音),Text
"腕を__撫__して時節到来を待つ。
手のひらでさする。なでる。",ぶ,手のひらでさする。なでる。,読み方をご入力ください (訓),Text
"相手の__隙__を見つけて攻める。
物と物との間。気のゆるみ。油断。",すき,物と物との間。気のゆるみ。油断。,読み方をご入力ください (訓),Text
"祭壇に__神祇__をまつる。
天の神と地の神。",じんぎ,天の神と地の神。,読み方をご入力ください (音),Text
"__鰯__は暖流に乗って回遊する。
ニシン科のマイワシ・ウルメイワシやカタクチイワシ科のカタクチイワシなどの海水魚の総称。ふつうはマイワシをさす。",いわし,ニシン科のマイワシ・ウルメイワシやカタクチイワシ科のカタクチイワシなどの海水魚の総称。ふつうはマイワシをさす。,読み方をご入力ください (訓),Text
"__嬰児__のうちから養子にして育てる。
生まれたばかりの赤ん坊。",えいじ,生まれたばかりの赤ん坊。,読み方をご入力ください (音),Text
"__葎__は秋に小さな花を開く。
広い範囲にわたって生い茂る雑草。また、その茂み。",むぐら,広い範囲にわたって生い茂る雑草。また、その茂み。,読み方をご入力ください (訓),Text
"和紙を__半帖__用意する。
紙・干し海苔(のり)などの一帖の半分。",はんじょう,紙・干し海苔(のり)などの一帖の半分。,読み方をご入力ください (音),Text
"心変わりを__詰__られた。
相手を問いつめて責める。詰問する。",なじ,相手を問いつめて責める。詰問する。,読み方をご入力ください (訓),Text
"膳に酢の__和__え物を添える。
野菜や魚介などに酢・味噌・ごま・からしなどをまぜ合わせる。",あ,野菜や魚介などに酢・味噌・ごま・からしなどをまぜ合わせる。,読み方をご入力ください (訓),Text
"__痩軀__、鶴のごとし。
やせたからだ。",そうく,やせたからだ。,読み方をご入力ください (音),Text
"古代の__呪術__を調査している。
神や精霊などの超自然的力や神秘的な力に働きかけ、種々の願望をかなえようとする行為、および信念。",じゅじゅつ,神や精霊などの超自然的力や神秘的な力に働きかけ、種々の願望をかなえようとする行為、および信念。,読み方をご入力ください (音),Text
"今も__杵臼__の交わりが続く。
きねとうす。「杵臼の交わり」は、身分や貧富を超えた交友のこと。",しょきゅう,きねとうす。「杵臼の交わり」は、身分や貧富を超えた交友のこと。,読み方をご入力ください (音),Text
